Amount	FirstDigit	SecondDigit	FirstTwo
$690.15	6	9	69
$420.00	4	2	42
$198.20	1	9	19
$810.00	8	1	81
$946.71	9	4	94
$690.15	6	9	69
$581.00	5	8	58
$598.68	5	9	59
$198.20	1	9	19
$870.76	8	7	87
$560.00	5	6	56
$198.20	1	9	19
"$1,212.53"	1	2	12
$623.00	6	2	62
$158.56	1	5	15
$633.46	6	3	63
$696.50	6	9	69
$658.47	6	5	65
$870.76	8	7	87
$665.20	6	6	66
$317.12	3	1	31
$658.47	6	5	65
$810.00	8	1	81
$633.50	6	3	63
$277.48	2	7	27
$654.30	6	5	65
$665.00	6	6	66
$810.00	8	1	81
$188.29	1	8	18
$680.75	6	8	68
$704.32	7	0	70
$198.20	1	9	19
$666.80	6	6	66
$497.00	4	9	49
$198.20	1	9	19
$654.30	6	5	65
$617.75	6	1	61
$158.56	1	5	15
$679.31	6	7	67
$198.20	1	9	19
$448.00	4	4	44
$735.58	7	3	73
$504.00	5	0	50
$158.56	1	5	15
$575.12	5	7	57
$483.00	4	8	48
$202.91	2	0	20
$637.63	6	3	63
$178.38	1	7	17
$623.00	6	2	62
$666.80	6	6	66
$138.74	1	3	13
$666.80	6	6	66
$666.80	6	6	66
$356.76	3	5	35
$356.76	3	5	35
$500.10	5	0	50
$356.40	3	5	35
$723.07	7	2	72
$103.95	1	0	10
$608.46	6	0	60
$666.80	6	6	66
$16.67	1	6	16
$633.46	6	3	63
$216.71	2	1	21
$283.39	2	8	28
$13.02	1	3	13
$664.00	6	6	66
$688.00	6	8	68
$760.00	7	6	76
$515.20	5	1	51
$809.60	8	0	80
$464.00	4	6	46
$124.00	1	2	12
$640.00	6	4	64
$544.00	5	4	54
$875.60	8	7	87
$138.64	1	3	13
$664.00	6	6	66
$770.00	7	7	77
$996.80	9	9	99
$743.46	7	4	74
$464.00	4	6	46
$387.50	3	8	38
$640.00	6	4	64
$544.00	5	4	54
$869.00	8	6	86
$384.00	3	8	38
$640.00	6	4	64
$717.20	7	1	71
$884.80	8	8	88
$560.00	5	6	56
$822.80	8	2	82
$492.00	4	9	49
$968.75	9	6	96
$512.00	5	1	51
$288.00	2	8	28
$710.60	7	1	71
$588.16	5	8	58
$124.00	1	2	12
$400.00	4	0	40
$664.00	6	6	66
$608.00	6	0	60
$40.00	4	0	40
$384.00	3	8	38
$640.00	6	4	64
$783.20	7	8	78
$912.80	9	1	91
$584.00	5	8	58
$686.40	6	8	68
$480.00	4	8	48
$631.63	6	3	63
$640.00	6	4	64
$288.00	2	8	28
$783.20	7	8	78
($588.16)	5	8	58
$440.00	4	4	44
$560.00	5	6	56
$710.60	7	1	71
$926.40	9	2	92
$464.00	4	6	46
$713.00	7	1	71
$632.00	6	3	63
$592.00	5	9	59
$288.00	2	8	28
$789.80	7	8	78
$528.00	5	2	52
$248.00	2	4	24
$862.40	8	6	86
$548.00	5	4	54
$512.00	5	1	51
$704.00	7	0	70
$896.00	8	9	89
$818.40	8	1	81
$484.00	4	8	48
$453.38	4	5	45
$760.00	7	6	76
$386.40	3	8	38
$404.00	4	0	40
$384.00	3	8	38
$567.60	5	6	56
$516.00	5	1	51
$134.40	1	3	13
$753.60	7	5	75
$376.00	3	7	37
$573.50	5	7	57
$652.00	6	5	65
$512.00	5	1	51
$408.00	4	0	40
$686.40	6	8	68
$25.00	2	5	25
$50.00	5	0	50
$127.88	1	2	12
$513.60	5	1	51
$644.00	6	4	64
$240.36	2	4	24
$198.20	1	9	19
$250.95	2	5	25
$112.00	1	1	11
$700.00	7	0	70
$902.00	9	0	90
$710.40	7	1	71
$352.00	3	5	35
$637.44	6	3	63
$748.00	7	4	74
$640.00	6	4	64
$869.00	8	6	86
$237.84	2	3	23
$250.95	2	5	25
$119.28	1	1	11
$644.00	6	4	64
$810.00	8	1	81
$642.00	6	4	64
$389.58	3	8	38
$664.00	6	6	66
$704.00	7	0	70
$640.00	6	4	64
$818.40	8	1	81
$488.00	4	8	48
$643.25	6	4	64
$766.00	7	6	76
$640.00	6	4	64
$816.20	8	1	81
$648.00	6	4	64
$257.66	2	5	25
$563.50	5	6	56
$320.48	3	2	32
$769.50	7	6	76
$384.00	3	8	38
$706.00	7	0	70
$658.00	6	5	65
$818.40	8	1	81
$504.00	5	0	50
$811.81	8	1	81
$748.00	7	4	74
$528.00	5	2	52
$842.60	8	4	84
$475.68	4	7	47
$193.20	1	9	19
$648.00	6	4	64
$472.00	4	7	47
$783.20	7	8	78
$532.00	5	3	53
$818.40	8	1	81
$512.00	5	1	51
$550.25	5	5	55
$564.00	5	6	56
$368.00	3	6	36
$710.00	7	1	71
$25.00	2	5	25
$25.00	2	5	25
$25.00	2	5	25
$25.00	2	5	25
$20.00	2	0	20
"$32,500.00"	3	2	32
"$14,723.67"	1	4	14
"$13,757.03"	1	3	13
"$7,280.41"	7	2	72
"$11,800.78"	1	1	11
"$14,875.23"	1	4	14
"$10,280.65"	1	0	10
"$11,767.85"	1	1	11
"$8,874.52"	8	8	88
"$16,239.20"	1	6	16
"$12,431.05"	1	2	12
"$13,675.44"	1	3	13
"$15,172.81"	1	5	15
"$6,467.62"	6	4	64
"$11,092.36"	1	1	11
"$12,531.72"	1	2	12
"$13,512.99"	1	3	13
"$9,245.16"	9	2	92
"$15,496.12"	1	5	15
"$9,499.68"	9	4	94
"$12,701.63"	1	2	12
"$14,268.99"	1	4	14
"$12,627.50"	1	2	12
"$13,568.88"	1	3	13
"$6,851.77"	6	8	68
"$11,668.19"	1	1	11
"$13,401.58"	1	3	13
"$10,626.99"	1	0	10
"$8,379.64"	8	3	83
"$15,548.55"	1	5	15
$25.00	2	5	25
"$13,512.76"	1	3	13
"$13,412.60"	1	3	13
"$7,054.65"	7	0	70
"$11,099.58"	1	1	11
"$8,633.25"	8	6	86
"$8,171.22"	8	1	81
"$14,567.75"	1	4	14
"$12,659.68"	1	2	12
"$11,098.76"	1	1	11
"$10,500.22"	1	0	10
"$13,391.10"	1	3	13
"$6,618.65"	6	6	66
"$13,534.86"	1	3	13
"$12,550.08"	1	2	12
"$9,111.30"	9	1	91
"$12,958.94"	1	2	12
"$11,985.03"	1	1	11
"$11,633.96"	1	1	11
"$8,880.97"	8	8	88
"$15,348.61"	1	5	15
"$11,705.81"	1	1	11
"$16,053.75"	1	6	16
"$15,755.18"	1	5	15
"$7,516.37"	7	5	75
"$12,628.55"	1	2	12
"$13,744.81"	1	3	13
"$10,414.13"	1	0	10
"$13,798.37"	1	3	13
"$10,361.27"	1	0	10
"$15,116.04"	1	5	15
"$12,776.64"	1	2	12
"$15,845.91"	1	5	15
"$7,883.42"	7	8	78
"$12,591.68"	1	2	12
"$15,053.04"	1	5	15
"$9,884.43"	9	8	98
"$15,020.78"	1	5	15
"$10,603.17"	1	0	10
"$17,982.23"	1	7	17
"$15,347.07"	1	5	15
"$15,638.34"	1	5	15
"$17,592.34"	1	7	17
"$16,342.31"	1	6	16
"$14,164.49"	1	4	14
"$15,229.68"	1	5	15
"$8,612.85"	8	6	86
"$12,898.19"	1	2	12
"$12,850.73"	1	2	12
"$9,702.71"	9	7	97
"$8,884.45"	8	8	88
"$13,286.22"	1	3	13
"$10,926.89"	1	0	10
"$17,155.27"	1	7	17
"$7,682.63"	7	6	76
"$13,532.45"	1	3	13
"$14,133.90"	1	4	14
"$9,761.58"	9	7	97
"$15,422.84"	1	5	15
"$10,583.04"	1	0	10
"$17,353.01"	1	7	17
"$12,824.81"	1	2	12
"$18,151.48"	1	8	18
"$7,544.27"	7	5	75
"$15,452.31"	1	5	15
"$11,672.63"	1	1	11
"$14,036.60"	1	4	14
"$13,747.04"	1	3	13
"$10,245.72"	1	0	10
"$14,249.88"	1	4	14
"$9,685.95"	9	6	96
"$7,161.80"	7	1	71
"$11,535.68"	1	1	11
"$12,740.05"	1	2	12
"$8,877.75"	8	8	88
"$12,395.88"	1	2	12
"$16,597.37"	1	6	16
"$12,615.70"	1	2	12
"$14,832.81"	1	4	14
"$7,302.52"	7	3	73
"$15,777.34"	1	5	15
"$12,573.86"	1	2	12
"$12,959.87"	1	2	12
"$10,019.19"	1	0	10
"$13,435.29"	1	3	13
"$9,117.32"	9	1	91
"$9,374.47"	9	3	93
"$15,750.07"	1	5	15
"$14,653.59"	1	4	14
"$15,660.56"	1	5	15
"$7,113.78"	7	1	71
"$11,685.31"	1	1	11
"$14,232.66"	1	4	14
"$9,983.52"	9	9	99
"$13,684.03"	1	3	13
"$9,975.03"	9	9	99
"$15,156.40"	1	5	15
"$11,493.59"	1	1	11
$180.00	1	8	18
$220.00	2	2	22
$150.00	1	5	15
$40.00	4	0	40
"$2,475.00"	2	4	24
$18.85	1	8	18
$64.75	6	4	64
$450.00	4	5	45
$300.00	3	0	30
$175.00	1	7	17
$175.00	1	7	17
"$1,795.00"	1	7	17
"$4,991.32"	4	9	49
"$1,383.19"	1	3	13
"$8,264.24"	8	2	82
"$1,053.92"	1	0	10
"$2,420.33"	2	4	24
"$9,914.98"	9	9	99
"$14,759.58"	1	4	14
$180.38	1	8	18
"$2,514.12"	2	5	25
"$2,341.16"	2	3	23
$313.97	3	1	31
"$8,715.52"	8	7	87
"$14,901.82"	1	4	14
"$10,706.52"	1	0	10
$285.13	2	8	28
"$10,604.07"	1	0	10
$194.49	1	9	19
$512.16	5	1	51
"$3,118.56"	3	1	31
$323.18	3	2	32
"$1,357.22"	1	3	13
"$15,973.51"	1	5	15
"$11,153.69"	1	1	11
"$1,595.93"	1	5	15
"$14,104.29"	1	4	14
"$2,980.14"	2	9	29
"$11,843.49"	1	1	11
$186.45	1	8	18
"$2,645.86"	2	6	26
$340.88	3	4	34
$825.43	8	2	82
"$2,066.85"	2	0	20
"$7,709.85"	7	7	77
"$2,143.01"	2	1	21
$182.05	1	8	18
"$16,704.00"	1	6	16
"$1,192.29"	1	1	11
"$2,612.52"	2	6	26
"$2,452.69"	2	4	24
"$12,273.06"	1	2	12
$147.18	1	4	14
"$2,334.54"	2	3	23
$537.57	5	3	53
"$9,009.13"	9	0	90
$168.53	1	6	16
"$2,280.49"	2	2	22
"$20,025.07"	2	0	20
"$11,937.76"	1	1	11
"$11,488.45"	1	1	11
$238.13	2	3	23
$611.88	6	1	61
"$2,469.84"	2	4	24
"$15,860.86"	1	5	15
$890.50	8	9	89
"$2,612.80"	2	6	26
"$2,714.64"	2	7	27
"$1,496.76"	1	4	14
"$2,086.49"	2	0	20
"$2,875.34"	2	8	28
"$17,424.49"	1	7	17
"$12,794.70"	1	2	12
"$1,609.96"	1	6	16
"$13,768.69"	1	3	13
$441.93	4	4	44
"$3,416.00"	3	4	34
"$8,697.94"	8	6	86
"$9,693.86"	9	6	96
"$21,117.71"	2	1	21
"$2,452.67"	2	4	24
"$2,369.30"	2	3	23
"$9,834.73"	9	8	98
"$4,244.07"	4	2	42
"$1,282.86"	1	2	12
"$3,255.04"	3	2	32
"$4,728.62"	4	7	47
"$7,009.58"	7	0	70
"$6,918.35"	6	9	69
$328.80	3	2	32
"$1,969.77"	1	9	19
"$10,265.87"	1	0	10
"$2,446.91"	2	4	24
"$2,496.06"	2	4	24
"$15,313.45"	1	5	15
$643.90	6	4	64
"$14,231.25"	1	4	14
"$10,143.29"	1	0	10
$267.39	2	6	26
"$1,548.38"	1	5	15
"$12,684.75"	1	2	12
"$2,814.48"	2	8	28
"$2,478.90"	2	4	24
"$3,029.83"	3	0	30
"$2,529.72"	2	5	25
"$1,764.07"	1	7	17
"$7,011.01"	7	0	70
"$1,440.40"	1	4	14
"$10,943.92"	1	0	10
"$15,624.64"	1	5	15
"$1,024.25"	1	0	10
"$2,167.72"	2	1	21
"$2,882.30"	2	8	28
$632.93	6	3	63
$18.11	1	8	18
$49.65	4	9	49
"$3,089.20"	3	0	30
"$1,760.37"	1	7	17
"$2,908.33"	2	9	29
$538.46	5	3	53
"$13,303.00"	1	3	13
"$12,279.88"	1	2	12
"$2,597.69"	2	5	25
"$2,041.34"	2	0	20
"$16,494.09"	1	6	16
$902.73	9	0	90
"$2,814.86"	2	8	28
"$1,771.37"	1	7	17
"$2,754.39"	2	7	27
$638.09	6	3	63
$425.33	4	2	42
"$13,387.70"	1	3	13
"$1,183.34"	1	1	11
"$14,020.96"	1	4	14
"$18,013.60"	1	8	18
"$3,352.44"	3	3	33
"$2,322.97"	2	3	23
"$1,640.30"	1	6	16
"$9,125.70"	9	1	91
"$3,086.09"	3	0	30
"$2,679.25"	2	6	26
"$1,719.28"	1	7	17
"$9,917.85"	9	9	99
"$9,039.80"	9	0	90
"$1,290.23"	1	2	12
"$2,512.98"	2	5	25
"$10,781.95"	1	0	10
"$15,017.21"	1	5	15
"$1,063.74"	1	0	10
$323.42	3	2	32
"$11,429.14"	1	1	11
$470.80	4	7	47
"$1,346.98"	1	3	13
$293.61	2	9	29
"$11,819.68"	1	1	11
"$16,053.48"	1	6	16
"$10,751.56"	1	0	10
"$1,850.17"	1	8	18
"$2,644.00"	2	6	26
"$2,419.70"	2	4	24
"$1,934.43"	1	9	19
"$13,574.56"	1	3	13
"$11,313.47"	1	1	11
"$7,783.82"	7	7	77
"$2,955.92"	2	9	29
"$3,009.37"	3	0	30
$929.39	9	2	92
"$14,986.45"	1	4	14
"$2,121.57"	2	1	21
"$11,064.24"	1	1	11
$524.40	5	2	52
"$2,812.08"	2	8	28
"$3,033.93"	3	0	30
"$11,172.61"	1	1	11
"$11,537.48"	1	1	11
"$2,030.82"	2	0	20
"$2,916.39"	2	9	29
"$3,372.29"	3	3	33
"$1,377.63"	1	3	13
$852.80	8	5	85
"$15,578.00"	1	5	15
"$2,782.70"	2	7	27
"$2,358.13"	2	3	23
$390.29	3	9	39
"$12,632.93"	1	2	12
$719.10	7	1	71
"$13,389.97"	1	3	13
"$17,172.21"	1	7	17
"$3,499.74"	3	4	34
"$2,978.95"	2	9	29
"$2,929.17"	2	9	29
$341.77	3	4	34
"$1,031.90"	1	0	10
"$9,462.44"	9	4	94
"$9,791.09"	9	7	97
"$1,760.96"	1	7	17
$730.59	7	3	73
"$2,141.54"	2	1	21
"$10,285.36"	1	0	10
"$1,098.88"	1	0	10
"$2,072.87"	2	0	20
"$10,443.05"	1	0	10
"$14,270.82"	1	4	14
$285.20	2	8	28
$813.85	8	1	81
"$1,304.56"	1	3	13
"$11,275.04"	1	1	11
$258.46	2	5	25
$202.52	2	0	20
$388.84	3	8	38
"$2,262.78"	2	2	22
"$1,343.21"	1	3	13
"$1,367.45"	1	3	13
"$1,108.82"	1	1	11
"$1,188.29"	1	1	11
$553.00	5	5	55
"$1,668.12"	1	6	16
$601.74	6	0	60
"$11,658.27"	1	1	11
$83.56	8	3	83
$678.66	6	7	67
$732.11	7	3	73
"$1,324.20"	1	3	13
$506.43	5	0	50
$638.02	6	3	63
$266.18	2	6	26
$484.14	4	8	48
"$11,051.81"	1	1	11
"$1,562.43"	1	5	15
"$13,515.81"	1	3	13
$294.22	2	9	29
$347.23	3	4	34
$347.40	3	4	34
$632.43	6	3	63
$171.68	1	7	17
"$1,957.99"	1	9	19
"$6,560.78"	6	5	65
$230.92	2	3	23
"$1,883.45"	1	8	18
"$3,262.76"	3	2	32
"$7,666.48"	7	6	76
"$5,258.44"	5	2	52
"$3,869.36"	3	8	38
"$2,439.66"	2	4	24
$217.90	2	1	21
"$16,315.10"	1	6	16
$270.82	2	7	27
"$1,836.07"	1	8	18
$277.60	2	7	27
$910.29	9	1	91
$57.81	5	7	57
"$16,405.36"	1	6	16
$887.76	8	8	88
"$1,290.39"	1	2	12
"$11,645.16"	1	1	11
$167.99	1	6	16
$359.29	3	5	35
$14.43	1	4	14
$880.53	8	8	88
$426.33	4	2	42
$75.57	7	5	75
$340.02	3	4	34
$881.23	8	8	88
"$2,826.85"	2	8	28
$103.89	1	0	10
$376.69	3	7	37
"$1,574.74"	1	5	15
$615.61	6	1	61
$20.98	2	0	20
"$1,277.54"	1	2	12
"$2,543.68"	2	5	25
"$1,609.28"	1	6	16
"$14,291.74"	1	4	14
"$11,419.69"	1	1	11
$288.01	2	8	28
"$1,883.30"	1	8	18
$206.94	2	0	20
$262.99	2	6	26
$489.87	4	8	48
"$1,188.28"	1	1	11
"$4,385.79"	4	3	43
"$11,185.48"	1	1	11
$88.15	8	8	88
$41.84	4	1	41
$300.67	3	0	30
"$1,101.01"	1	1	11
"$16,125.66"	1	6	16
$796.84	7	9	79
$775.00	7	7	77
$248.52	2	4	24
$351.37	3	5	35
$735.97	7	3	73
$173.23	1	7	17
$697.14	6	9	69
$252.21	2	5	25
"$2,924.56"	2	9	29
"$4,538.31"	4	5	45
$151.81	1	5	15
"$3,275.20"	3	2	32
"$2,695.93"	2	6	26
"$2,099.52"	2	0	20
$367.86	3	6	36
"$12,939.45"	1	2	12
$524.39	5	2	52
"$13,281.22"	1	3	13
"$16,852.21"	1	6	16
$406.11	4	0	40
$54.40	5	4	54
$160.74	1	6	16
$413.89	4	1	41
$66.92	6	6	66
$60.52	6	0	60
$164.69	1	6	16
$258.81	2	5	25
$314.06	3	1	31
$500.70	5	0	50
"$11,014.42"	1	1	11
"$8,898.30"	8	8	88
$829.71	8	2	82
$39.17	3	9	39
$685.70	6	8	68
"$2,434.16"	2	4	24
$312.10	3	1	31
"$9,512.29"	9	5	95
"$8,992.98"	8	9	89
"$2,929.93"	2	9	29
"$1,599.30"	1	5	15
$158.23	1	5	15
"$2,614.99"	2	6	26
"$1,681.00"	1	6	16
"$1,982.41"	1	9	19
"$11,024.77"	1	1	11
"$9,745.67"	9	7	97
"$14,523.61"	1	4	14
$669.15	6	6	66
$877.06	8	7	87
$228.35	2	2	22
$222.49	2	2	22
$319.73	3	1	31
$166.75	1	6	16
$420.59	4	2	42
$76.80	7	6	76
$310.97	3	1	31
$234.19	2	3	23
$483.99	4	8	48
$929.58	9	2	92
$266.77	2	6	26
$340.76	3	4	34
$523.34	5	2	52
$237.13	2	3	23
"$1,602.53"	1	6	16
$863.94	8	6	86
"$10,900.72"	1	0	10
"$13,337.69"	1	3	13
$134.42	1	3	13
$364.67	3	6	36
"$1,806.92"	1	8	18
$14.43	1	4	14
$189.89	1	8	18
"$1,657.98"	1	6	16
"$1,771.87"	1	7	17
"$1,515.81"	1	5	15
"$17,117.65"	1	7	17
"$8,286.78"	8	2	82
$366.57	3	6	36
$254.72	2	5	25
$79.57	7	9	79
$156.80	1	5	15
$56.21	5	6	56
$246.96	2	4	24
$333.64	3	3	33
$734.55	7	3	73
$66.55	6	6	66
$465.79	4	6	46
$949.74	9	4	94
$533.36	5	3	53
$644.90	6	4	64
"$18,157.37"	1	8	18
"$13,022.85"	1	3	13
$226.25	2	2	22
"$2,082.14"	2	0	20
"$1,417.97"	1	4	14
$282.14	2	8	28
$89.49	8	9	89
"$12,878.22"	1	2	12
$229.61	2	2	22
"$1,652.67"	1	6	16
"$1,085.69"	1	0	10
"$14,289.56"	1	4	14
$190.16	1	9	19
"$14,174.34"	1	4	14
$337.66	3	3	33
"$17,524.95"	1	7	17
$628.08	6	2	62
"$1,651.67"	1	6	16
"$18,703.27"	1	8	18
"$1,724.82"	1	7	17
$192.23	1	9	19
"$1,503.82"	1	5	15
$256.33	2	5	25
$478.78	4	7	47
$115.68	1	1	11
"$1,719.53"	1	7	17
$122.23	1	2	12
"$1,760.19"	1	7	17
$127.92	1	2	12
$79.52	7	9	79
$173.38	1	7	17
$54.86	5	4	54
$466.12	4	6	46
$420.26	4	2	42
$57.68	5	7	57
$149.40	1	4	14
"$1,965.38"	1	9	19
"$14,610.87"	1	4	14
$235.93	2	3	23
$266.34	2	6	26
$492.83	4	9	49
$83.18	8	3	83
"$1,999.57"	1	9	19
$158.96	1	5	15
$38.76	3	8	38
$534.52	5	3	53
"$12,948.47"	1	2	12
"$1,911.43"	1	9	19
"$20,238.54"	2	0	20
"$1,977.78"	1	9	19
$14.43	1	4	14
$228.45	2	2	22
"$1,474.64"	1	4	14
"$5,199.71"	5	1	51
"$9,168.49"	9	1	91
"$8,944.21"	8	9	89
"$22,029.92"	2	2	22
"$18,349.31"	1	8	18
$260.83	2	6	26
"$17,442.17"	1	7	17
$305.32	3	0	30
$635.56	6	3	63
"$11,664.23"	1	1	11
"$14,052.22"	1	4	14
"$1,677.51"	1	6	16
"$1,464.31"	1	4	14
$673.97	6	7	67
$263.71	2	6	26
$411.00	4	1	41
$355.56	3	5	35
$990.10	9	9	99
$307.78	3	0	30
$410.29	4	1	41
$872.08	8	7	87
$191.66	1	9	19
$208.61	2	0	20
$70.65	7	0	70
$253.37	2	5	25
"$12,850.99"	1	2	12
$250.15	2	5	25
$321.67	3	2	32
$257.64	2	5	25
$405.72	4	0	40
$326.64	3	2	32
"$16,994.25"	1	6	16
"$13,868.00"	1	3	13
"$13,681.50"	1	3	13
"$20,599.84"	2	0	20
"$12,643.37"	1	2	12
"$9,181.46"	9	1	91
"$10,364.37"	1	0	10
"$9,918.69"	9	9	99
"$14,104.36"	1	4	14
"$17,330.64"	1	7	17
"$8,763.25"	8	7	87
"$10,337.81"	1	0	10
"$10,878.27"	1	0	10
"$11,516.84"	1	1	11
"$11,058.00"	1	1	11
"$11,534.88"	1	1	11
"$15,162.34"	1	5	15
"$16,500.25"	1	6	16
"$1,829.87"	1	8	18
$559.70	5	5	55
"$2,155.48"	2	1	21
"$1,688.04"	1	6	16
$534.13	5	3	53
$852.37	8	5	85
"$1,734.67"	1	7	17
"$15,496.12"	1	5	15
"$19,020.38"	1	9	19
$672.34	6	7	67
$426.31	4	2	42
$163.59	1	6	16
"$10,834.57"	1	0	10
"$21,616.70"	2	1	21
$97.88	9	7	97
"$1,516.33"	1	5	15
$228.78	2	2	22
"$5,021.26"	5	0	50
"$5,283.57"	5	2	52
$515.48	5	1	51
$627.46	6	2	62
$272.05	2	7	27
$324.85	3	2	32
"$13,082.34"	1	3	13
$656.78	6	5	65
$180.38	1	8	18
"$8,759.50"	8	7	87
$14.43	1	4	14
"$11,823.17"	1	1	11
"$3,286.19"	3	2	32
$277.60	2	7	27
$233.13	2	3	23
"$2,478.09"	2	4	24
$803.38	8	0	80
$59.32	5	9	59
"$8,288.01"	8	2	82
"$2,436.61"	2	4	24
$689.81	6	8	68
$295.69	2	9	29
$884.65	8	8	88
$314.90	3	1	31
"$3,712.48"	3	7	37
$947.61	9	4	94
$82.54	8	2	82
$919.99	9	1	91
"$1,819.64"	1	8	18
"$9,519.08"	9	5	95
$132.19	1	3	13
"$2,348.56"	2	3	23
"$9,265.00"	9	2	92
$318.98	3	1	31
"$1,312.26"	1	3	13
$54.51	5	4	54
$423.05	4	2	42
$241.69	2	4	24
"$1,608.62"	1	6	16
"$1,986.82"	1	9	19
$300.68	3	0	30
$308.68	3	0	30
$295.69	2	9	29
$664.50	6	6	66
"$2,270.73"	2	2	22
$169.95	1	6	16
$654.31	6	5	65
"$1,491.73"	1	4	14
"$1,094.87"	1	0	10
$446.68	4	4	44
$255.17	2	5	25
$512.00	5	1	51
"$1,655.26"	1	6	16
$180.59	1	8	18
"$10,996.69"	1	0	10
"$14,546.42"	1	4	14
$540.14	5	4	54
$63.78	6	3	63
$649.74	6	4	64
"$2,865.23"	2	8	28
$461.22	4	6	46
"$6,494.29"	6	4	64
$73.79	7	3	73
$188.17	1	8	18
$566.99	5	6	56
"$8,887.44"	8	8	88
$164.70	1	6	16
$57.39	5	7	57
"$7,743.13"	7	7	77
$654.35	6	5	65
$182.35	1	8	18
$554.28	5	5	55
$753.42	7	5	75
$458.85	4	5	45
"$9,791.30"	9	7	97
$311.84	3	1	31
"$8,405.04"	8	4	84
"$1,283.02"	1	2	12
$427.22	4	2	42
"$1,464.31"	1	4	14
"$12,017.62"	1	2	12
"$11,007.12"	1	1	11
"$4,808.06"	4	8	48
"$8,561.13"	8	5	85
$526.03	5	2	52
$105.94	1	0	10
"$13,383.60"	1	3	13
"$12,322.89"	1	2	12
"$2,627.20"	2	6	26
"$9,386.62"	9	3	93
"$8,683.35"	8	6	86
$143.07	1	4	14
$76.85	7	6	76
$49.06	4	9	49
"$1,345.83"	1	3	13
"$6,780.80"	6	7	67
"$2,830.06"	2	8	28
$995.65	9	9	99
$360.83	3	6	36
$277.38	2	7	27
$161.64	1	6	16
"$1,871.79"	1	8	18
"$1,765.03"	1	7	17
$951.32	9	5	95
"$23,860.84"	2	3	23
$563.49	5	6	56
$540.02	5	4	54
$326.94	3	2	32
"$16,762.85"	1	6	16
$235.24	2	3	23
$308.07	3	0	30
"$16,066.08"	1	6	16
$522.14	5	2	52
$101.95	1	0	10
$278.62	2	7	27
$26.57	2	6	26
$668.04	6	6	66
$268.21	2	6	26
"$2,191.16"	2	1	21
$400.43	4	0	40
"$16,954.83"	1	6	16
$353.71	3	5	35
$274.18	2	7	27
"$20,124.23"	2	0	20
"$16,972.95"	1	6	16
$270.64	2	7	27
"$2,095.88"	2	0	20
$236.89	2	3	23
"$1,122.66"	1	1	11
"$22,197.18"	2	2	22
$257.31	2	5	25
$284.57	2	8	28
$602.64	6	0	60
$41.10	4	1	41
$133.10	1	3	13
$585.67	5	8	58
"$3,234.60"	3	2	32
$701.70	7	0	70
$160.81	1	6	16
$277.83	2	7	27
$150.39	1	5	15
$256.33	2	5	25
$385.89	3	8	38
$146.25	1	4	14
"$1,084.89"	1	0	10
"$19,230.46"	1	9	19
$284.36	2	8	28
"$24,471.74"	2	4	24
"$20,260.13"	2	0	20
$195.86	1	9	19
"$2,204.94"	2	2	22
$293.35	2	9	29
"$12,311.28"	1	2	12
$567.97	5	6	56
$320.52	3	2	32
$38.18	3	8	38
"$2,283.13"	2	2	22
$101.30	1	0	10
$471.27	4	7	47
"$1,373.88"	1	3	13
"$2,223.34"	2	2	22
$186.91	1	8	18
$353.48	3	5	35
$73.79	7	3	73
$279.64	2	7	27
$405.30	4	0	40
$141.45	1	4	14
$226.90	2	2	22
"$1,107.12"	1	1	11
$367.87	3	6	36
$416.75	4	1	41
$412.23	4	1	41
$481.23	4	8	48
$388.12	3	8	38
$69.65	6	9	69
$258.60	2	5	25
$507.59	5	0	50
$51.34	5	1	51
$264.29	2	6	26
$175.56	1	7	17
$526.41	5	2	52
$58.14	5	8	58
$241.60	2	4	24
$160.07	1	6	16
$293.52	2	9	29
"$15,310.28"	1	5	15
"$14,454.50"	1	4	14
"$1,837.89"	1	8	18
"$14,443.03"	1	4	14
$219.29	2	1	21
$14.43	1	4	14
$131.24	1	3	13
$306.62	3	0	30
$54.34	5	4	54
$78.35	7	8	78
$220.92	2	2	22
$632.01	6	3	63
$505.34	5	0	50
"$1,808.95"	1	8	18
"$13,757.62"	1	3	13
"$16,479.54"	1	6	16
"$1,801.83"	1	8	18
$346.61	3	4	34
$561.55	5	6	56
$239.74	2	3	23
$377.92	3	7	37
"$1,032.12"	1	0	10
$239.19	2	3	23
"$18,405.89"	1	8	18
"$16,689.68"	1	6	16
"$10,462.83"	1	0	10
"$20,604.31"	2	0	20
"$17,798.16"	1	7	17
"$12,560.97"	1	2	12
"$13,000.58"	1	3	13
"$12,798.92"	1	2	12
"$15,112.63"	1	5	15
"$16,992.61"	1	6	16
"$18,044.48"	1	8	18
"$9,194.95"	9	1	91
"$11,059.93"	1	1	11
"$11,504.28"	1	1	11
"$12,691.07"	1	2	12
"$1,791.44"	1	7	17
"$1,668.28"	1	6	16
$867.41	8	6	86
$589.20	5	8	58
$442.30	4	4	44
$408.12	4	0	40
"$1,381.37"	1	3	13
$161.25	1	6	16
$258.22	2	5	25
$308.66	3	0	30
$444.51	4	4	44
$380.48	3	8	38
"$13,027.39"	1	3	13
"$16,572.30"	1	6	16
"$11,744.68"	1	1	11
$76.66	7	6	76
$175.73	1	7	17
"$15,900.32"	1	5	15
"$20,289.69"	2	0	20
"$1,610.54"	1	6	16
$668.22	6	6	66
$331.45	3	3	33
